,Color,Dimensions,"External 3.5"" Bays","External 5.25"" Bays","External 5.25"" Slim Bays","External 5.25"" Slim Slot Load Bays",Front Panel USB 3.0 Ports,Includes Power Supply,"Internal 2.5"" Bays","Internal 3.5"" Bays","Internal 5.25"" Bays",Manufacturer,Maximum Video Card Length,Model,Motherboard Compatibility,Part Number,Type
0,Black,,,,,,True,False,2,2,,Deepcool,"370 mm / 14.567""",,"ATX, EATX, Micro ATX, Mini ITX",MATREXX 55,ATX Mid Tower
1,Black,,,,,,True,False,3,7,,be quiet!,"286 mm / 11.26"" With Drive Cages, 430 mm / 16.929"" Without Drive Cages",,"ATX, Micro ATX, Mini ITX",Dark Base 700 / BGW23,ATX Mid Tower
2,Silver,,,1,,,True,False,2,6,,Fractal Design,"300 mm / 11.811"" With Drive Cages, 440 mm / 17.323"" Without Drive Cages",Design Define R6 USB-C Gunmetal - TG,"ATX, EATX, Micro ATX, Mini ITX",FD-CA-DEF-R6C-GY-TGL,ATX Mid Tower
3,Black,,,,1,,True,False,2,1,,Silverstone,"330 mm / 12.992""",RVZ02B,Mini ITX,SST-RVZ02B / RVZ02B,HTPC
4,White,,,2,,,True,False,3,3,,Deepcool,"390 mm / 15.354""",,"ATX, Micro ATX, Mini ITX",DUKASE WHV2,ATX Mid Tower
5,White / Black,,,,,,True,False,2,2,,Deepcool,"370 mm / 14.567""",,"ATX, EATX, Micro ATX, Mini ITX",MATREXX 55 ADD-RGB WH,ATX Mid Tower
6,Black,,,2,,,True,False,4,7,,Silverstone,"344 mm / 13.543""",,"ATX, EATX, Micro ATX, Mini ITX, SSI CEB, SSI EEB",RV04B-W / SST-RV04B-W,ATX Full Tower
7,Black,500 mm x 215 mm x 480 mm,,,,,True,False,2,2,,Inwin,"350 mm / 13.78""",303C (Black),"ATX, Micro ATX, Mini ITX",303C BLACK,ATX Mid Tower
8,White / Black,455 mm x 200 mm x 477 mm,,,,,True,False,2,3,,Silverstone,"348 mm / 13.701""",Redline RL06WS-PRO,"ATX, Micro ATX, Mini ITX",RL06WS-PRO / SST-RL06WS-PRO,ATX Mid Tower
9,Black,,,,,,True,650 W,2,,,Inwin,"320 mm / 12.598""",A1 PLUS BLACK,Mini ITX,IW-A1PLUS-BLACK,Mini ITX Tower
10,Black,453 mm x 179 mm x 407 mm,1,4,,,False,500 W,,6,,Cooler Master,"230 mm / 9.055""",Elite 350,"ATX, Micro ATX, Mini ITX",RC-350-KKR500-GP,ATX Mid Tower
11,White,,,,,,True,False,2,3,,NZXT,"334 mm / 13.15"" With Drive Cages, 364 mm / 14.331"" Without Drive Cages",S340 (White),"ATX, Micro ATX, Mini ITX",CA-S340W-W1,ATX Mid Tower
12,Black / White,,,,,,True,False,3,1,,NZXT,"411 mm / 16.181""",H400i,"Micro ATX, Mini ITX",CA-H400W-WB,MicroATX Mini Tower
13,Black / Red,,,,,,True,False,5,3,,Azza,"370 mm / 14.567""",Obsidian 270,"ATX, Micro ATX, Mini ITX",CSAZ-270,ATX Mid Tower
14,Black,,,,,,True,False,3,2,,Gigabyte,"400 mm / 15.748""",AC300W,"ATX, Micro ATX, Mini ITX",GB-AC300W,ATX Mid Tower
15,Black,370 mm x 188 mm x 365 mm,,,,,True,False,2,1,,Inwin,"265 mm / 10.433"" With Drive Cages, 330 mm / 12.992"" Without Drive Cages",,"Micro ATX, Mini ITX",301C Black,MicroATX Mini Tower
16,Black,,,2,,,True,False,2,4,,Zalman,"420 mm / 16.535""",,"ATX, Micro ATX, Mini ITX",ZM-Z9 NEO BLACK / ZM-Z9 NEO BK,ATX Mid Tower
17,Black,356 mm x 273 mm x 210 mm,,,,,True,600 W,2,,,Inwin,"300 mm / 11.811""",A1 (Black),Mini ITX,IW-A1-BLA-P,Mini ITX Tower
18,White,452 mm x 210 mm x 489 mm,,,,,True,False,3,2,,BitFenix,"340 mm / 13.386""",Enso Mesh (White),"ATX, Micro ATX, Mini ITX",BFC-ESM-150-WWWGK-RP,ATX Mid Tower
19,Gray,,,,,,True,False,2,2,,Phanteks,"280 mm / 11.024"" With Drive Cages, 395 mm / 15.551"" Without Drive Cages",ECLIPSE P400 TEMPERED GLASS,"ATX, EATX, Micro ATX, Mini ITX",PH-EC416PTG_AG,ATX Mid Tower
20,Black,467 mm x 222 mm x 510 mm,,,,,True,False,3,3,,Silverstone,"388 mm / 15.276""",Kublai,"ATX, Micro ATX, Mini ITX",KL07 / SST-KL07B / KL07B,ATX Mid Tower
21,Black / Orange,,,,,,True,False,,3,,be quiet!,"287 mm / 11.299"" With Drive Cages, 449 mm / 17.677"" Without Drive Cages",Silent Base 601 | Window Orange,"ATX, EATX, Micro ATX, Mini ITX",BGW25,ATX Mid Tower
22,Black,104 mm x 439 mm x 350 mm,,1,,,True,False,1,2,,Silverstone,,,"Micro ATX, Mini DTX, Mini ITX",ML04B / SST-ML04B,HTPC
23,Black,,,,,,True,False,4,2,,Corsair,"370 mm / 14.567""",Carbide SPEC-06 RGB,"ATX, Micro ATX, Mini ITX",CC-9011146-WW,ATX Mid Tower
24,White / Black,,,,,,True,False,2,2,,Inwin,"305 mm / 12.008"" With Drive Cages, 421 mm / 16.575"" Without Drive Cages",,"ATX, Micro ATX, Mini ITX",101C White,ATX Mid Tower
25,Black / White,450 mm x 210 mm x 465 mm,,1,,,True,False,2,2,,Silverstone,"374 mm / 14.724""",Redline RL05 (Black/White),"ATX, Micro ATX, Mini ITX",SST-RL05BW-W / RL05BW-W,ATX Mid Tower
26,Black,,,,,,True,False,4,2,,FSP Group,"423 mm / 16.654""",,"ATX, EATX, Micro ATX, Mini ITX",CMT520,ATX Mid Tower
27,Black / Green,462 mm x 220 mm x 461 mm,,,,,True,False,2,3,,DIYPC,"410 mm / 16.142""",VisionII (Black/Green),"ATX, Micro ATX, Mini ITX",VisionII-BG,ATX Mid Tower
28,White,,1,,,,True,False,,3,,Thermaltake,"280 mm / 11.024"" With Drive Cages, 320 mm / 12.598"" Without Drive Cages",Core P5 Tempered Glass Snow Edition,"ATX, Micro ATX, Mini ITX",CA-1E7-00M6WN-01,ATX Mid Tower
29,Pink,495 mm x 196 mm x 444 mm,,4,,,True,False,1,4,,Apevia,,,"ATX, Micro ATX, Mini ITX",X-DREAMER4-PK,ATX Mid Tower
30,Black,494 mm x 211 mm x 475 mm,,,,,True,False,2,2,,Cooler Master,"400 mm / 15.748""",MasterBox MB500 TUF Edition,"ATX, Micro ATX, Mini ITX",MCB-B500D-KGNN-TUF,ATX Mid Tower
31,Black,500 mm x 235 mm x 480 mm,,1,,,True,False,3,8,,Phanteks,"300 mm / 11.811"" With Drive Cages, 420 mm / 16.535"" Without Drive Cages",Enthoo Pro M Tempered Glass (Black),"ATX, EATX, Micro ATX, Mini ITX",PH-ES515PTG_BK,ATX Mid Tower
32,Black / Red,640 mm x 483 mm x 330 mm,,1,,,True,False,7,6,,Inwin,"385 mm / 15.157""",X-Frame 2.0 (Black/Red),"ATX, EATX, Micro ATX, Mini ITX",IW-XFRAME2-RED,ATX Test Bench
33,White,,,,,,True,False,,2,,Corsair,"300 mm / 11.811""",Crystal 280X RGB,"Micro ATX, Mini ITX",CC-9011137-WW,MicroATX Mid Tower
34,Black,175 mm x 439 mm x 435 mm,,4,,,True,False,2,5,,Silverstone,"345 mm / 13.583""",GD07B (Black),"ATX, EATX, Micro ATX, Mini ITX, SSI CEB, SSI EEB",SST-GD07B / GD07B,HTPC
35,Black / Red,,,5,,,True,False,12,6,,Phanteks,"257 mm / 10.118"" With Drive Cages, 515 mm / 20.276"" Without Drive Cages",Enthoo Primo,"ATX, EATX, Micro ATX, Mini ITX, SSI EEB",PH-ES813P_SRD,ATX Full Tower
36,Black,415 mm x 190 mm x 460 mm,,1,,,True,False,3,2,,Aerocool,"346 mm / 13.622"" With Drive Cages, 372 mm / 14.646"" Without Drive Cages",,"ATX, Micro ATX, Mini ITX",Aero-300 Black FAW,ATX Mid Tower
37,Black,330 mm x 220 mm x 129 mm,1,1,,,False,250 W,,1,,Rosewill,"270 mm / 10.63""",,"Mini ITX, Thin Mini ITX",RS-MI-01 BK,Mini ITX Tower
38,Black,415 mm x 177 mm x 387 mm,2,2,,,False,500 W,,2,,Apevia,,X-QBOII Black,"Micro ATX, Mini ITX",X-QBOII-NW-BK/500,MicroATX Mini Tower
39,Black,,,,,,True,False,4,2,,Lian-Li,"420 mm / 16.535""",,"ATX, EATX, Micro ATX, Mini ITX",PC-O11D Razer,ATX Full Tower
40,Gray / Black,,,,,,True,False,3,4,,Phanteks,"294 mm / 11.575"" With Drive Cages, 435 mm / 17.126"" Without Drive Cages",ECLIPSE P600S,"ATX, Micro ATX, Mini ITX",PH-EC600PSTG_AG01,ATX Mid Tower
41,Black / Green,493 mm x 215 mm x 516 mm,,3,,,True,False,,6,,Enermax,"414 mm / 16.299""",Ostrog ADV (Black/Green),"ATX, Micro ATX, Mini ITX",ECA3380AS-GN,ATX Mid Tower
42,Black / Red,,,2,,,True,False,3,2,,RIOTORO,"320 mm / 12.598""",,"ATX, Micro ATX, Mini ITX",CR488,ATX Mid Tower
43,Black / Silver,664 mm x 344 mm x 704 mm,,3,,,True,False,,13,,Cooler Master,"190 mm / 7.48"" With Drive Cages, 385 mm / 15.157"" Without Drive Cages",COSMOS II 25th Anniversary Edition,"ATX, EATX, Micro ATX, Mini ITX, SSI CEB, SSI EEB, XL ATX",RC-1200-KKN2,ATX Full Tower
44,Black / Red,544 mm x 242 mm x 574 mm,,2,,,True,False,1,4,,Cooler Master,"296 mm / 11.654"" With Drive Cages, 412 mm / 16.22"" Without Drive Cages",MasterCase MC500Mt,"ATX, Micro ATX, Mini ITX",MCM-M500T-RH5N-S00,ATX Mid Tower
45,Black,175 mm x 439 mm x 435 mm,,2,,,True,False,2,8,,Silverstone,"345 mm / 13.583""",GD08B (Black),"ATX, EATX, Micro ATX, Mini ITX",SST-GD08B / GD08B,HTPC
46,Black,475 mm x 254 mm x 585 mm,,,,,True,False,4,4,,RIOTORO,"400 mm / 15.748""",CR1280 PRISM RGB,"ATX, EATX, Micro ATX, Mini ITX",CR1280,ATX Full Tower
47,Black,,,,,,True,False,2,3,,Corsair,"370 mm / 14.567""",SPEC-OMEGA RGB,"ATX, Micro ATX, Mini ITX",CC-9011140-WW,ATX Mid Tower
48,Black,238 mm x 205 mm x 378 mm,,1,,,True,False,1,3,,Cooler Master,"343 mm / 13.504""",Elite 130,Mini ITX,RC-130-KKN1,Mini ITX Tower
49,Black,492 mm x 220 mm x 470 mm,,2,,,True,False,5,3,,be quiet!,"280 mm / 11.024"" With Drive Cages, 425 mm / 16.732"" Without Drive Cages",Pure Base 600 (Black),"ATX, Micro ATX, Mini ITX",BG021,ATX Mid Tower
50,White / Black,,,,,,False,False,4,3,,Corsair,"330 mm / 12.992""",Crystal Series 680X RGB,"ATX, EATX, Micro ATX, Mini ITX",CC-9011169-WW,ATX Mid Tower
51,Black,560 mm x 220 mm x 571 mm,,,,,True,False,5,4,,Silverstone,"419 mm / 16.496""",Primera RGB (Matte Black),"ATX, Micro ATX, Mini ITX",SST-PM01C-RGB / PM01C-RGB,ATX Mid Tower
52,Black / Red,428 mm x 210 mm x 460 mm,,,,,True,False,3,3,,NZXT,"381 mm / 15""",H500i (Black/Red),"ATX, Micro ATX, Mini ITX",CA-H500W-BR,ATX Mid Tower
53,White,480 mm x 226 mm x 445 mm,,,,,True,False,2,2,,Inwin,"305 mm / 12.008"" With Drive Cages, 421 mm / 16.575"" Without Drive Cages",,"ATX, Micro ATX, Mini ITX",101 White,ATX Mid Tower
54,White,421 mm x 210 mm x 417 mm,,,,,True,False,3,1,,NZXT,"411 mm / 16.181""",H400 (White),"Micro ATX, Mini ITX",CA-H400B-W1,MicroATX Mini Tower
55,Black,249 mm x 403 mm x 358 mm,,1,,,True,False,5,4,,BitFenix,"250 mm / 9.843"" With Drive Cages, 320 mm / 12.598"" Without Drive Cages",Prodigy M Midnight Black,"Micro ATX, Mini ITX",BFC-PRM-300-KKWSK-RP,MicroATX Mini Tower
56,Black,428 mm x 210 mm x 460 mm,,,,,True,False,3,3,,NZXT,"381 mm / 15""",H500 (Black),"ATX, Micro ATX, Mini ITX",CA-H500B-B1,ATX Mid Tower
57,Black / Green,440 mm x 198 mm x 451 mm,,1,,,True,False,2,2,,Apevia,"345 mm / 13.583"" With Drive Cages, 375 mm / 14.764"" Without Drive Cages",X-Harmony (Black/Green),"ATX, Micro ATX, Mini ITX",X-HARMONY-GN,ATX Mid Tower
58,Gray,,,,,,True,False,2,2,,Phanteks,"280 mm / 11.024"" With Drive Cages, 395 mm / 15.551"" Without Drive Cages",ECLIPSE P400S TEMPERED GLASS,"ATX, EATX, Micro ATX, Mini ITX",PH-EC416PSTG_AG,ATX Mid Tower
59,Black,,,3,,,True,False,4,6,,Corsair,"340 mm / 13.386"" With Drive Cages, 450 mm / 17.717"" Without Drive Cages",750D Airflow Edition,"ATX, EATX, Micro ATX, Mini ITX, XL ATX",CC-9011078-WW,ATX Full Tower
60,Black / Red,,,2,,,True,False,,4,,Deepcool,"310 mm / 12.205""",,"ATX, Micro ATX, Mini ITX",TESSERACT SW RED,ATX Mid Tower
61,Black,538 mm x 261 mm x 525 mm,,,,,True,False,8,3,,Thermaltake,"410 mm / 16.142""",View 37 ARGB Edition,"ATX, EATX, Micro ATX, Mini ITX",CA-1J7-00M1WN-04,ATX Mid Tower
62,Black / Red,,,2,,,True,False,2,3,,SAMA,"418 mm / 16.457""",,"Micro ATX, Mini ITX",Maxcool-BK-15LEDLight,MicroATX Mid Tower
63,Black,286 mm x 570 mm x 597 mm,,3,,,True,False,2,8,,Antec,"430 mm / 16.929""",,"ATX, Micro ATX, Mini ITX",P9 Window,ATX Full Tower
64,Black / Red,406 mm x 228 mm x 500 mm,,,,,True,False,2,3,,Inwin,"340 mm / 13.386""",,Mini ITX,D-FRAME MINI BLACK,Mini ITX Tower
65,Black,,,,,,True,False,2,3,,Fractal Design,"440 mm / 17.323""",Meshify S2 Black – Dark TG,"ATX, Micro ATX, Mini ITX",FD-CA-MESH-S2-BKO-TGD,ATX Mid Tower
66,Red / Black,,,2,,,True,False,3,2,,DIYPC,"400 mm / 15.748""",,"ATX, Micro ATX, Mini ITX",DIY-TG8-BR,ATX Mid Tower
67,Black,686 mm x 270 mm x 643 mm,,,,,True,False,2,2,,EVGA,,DG-84,"ATX, EATX, Micro ATX, Mini ITX",100-E2-1000-K0,ATX Full Tower
68,Black,493 mm x 217 mm x 468 mm,,,,,True,False,4,2,,Cooler Master,"410 mm / 16.142""",MasterBox TD500,"ATX, Micro ATX, Mini ITX",MCB-D500D-KANN-S00,ATX Mid Tower
69,Black / Purple,,,,,,True,False,3,2,,DIYPC,"315 mm / 12.402""",,"Micro ATX, Mini ITX",DIY-F2-P,MicroATX Mini Tower
70,Black,232 mm x 549 mm x 439 mm,,2,,,True,False,1,5,,Rosewill,"355 mm / 13.976""",,"ATX, EATX, Micro ATX, Mini ITX, SSI CEB, SSI EEB",RISE Glow,ATX Full Tower
71,Black,,,2,,,True,False,,3,,Cougar,"310 mm / 12.205""",Solution 2,"ATX, Micro ATX",Solution2,ATX Mid Tower
72,Black / Silver,580 mm x 294 mm x 592 mm,,,,,True,False,1,7,,Thermaltake,"310 mm / 12.205"" With Drive Cages, 410 mm / 16.142"" Without Drive Cages",Level 20 GT,"ATX, EATX, Micro ATX, Mini ITX",CA-1K9-00F1WN-00,ATX Full Tower
73,Black / Red,,,2,,,True,False,2,3,,Corsair,"426 mm / 16.772""",SPEC-02,"ATX, Micro ATX, Mini ITX",CC-9011051-WW,ATX Mid Tower
74,White / Blue,,,,,,True,1065 W,,4,,Inwin,"350 mm / 13.78"" With Drive Cages, 415 mm / 16.339"" Without Drive Cages",,"ATX, EATX, Micro ATX, Mini ITX",D-Frame 2.0 WH/BL,ATX Full Tower
75,Black,,,1,,,True,False,2,6,,Fractal Design,"300 mm / 11.811"" With Drive Cages, 440 mm / 17.323"" Without Drive Cages",Define R6 USB-C Blackout - TG,"ATX, EATX, Micro ATX, Mini ITX",FD-CA-DEF-R6C-BKO-TGL,ATX Mid Tower
76,Black,,3,,,,True,False,,3,,Thermaltake,"280 mm / 11.024"" With Drive Cages, 570 mm / 22.441"" Without Drive Cages",Core P7 Tempered Glass Edition,"ATX, EATX, Micro ATX, Mini ITX",CA-1I2-00F1WN-00,ATX Mid Tower
77,Black,544 mm x 235 mm x 548 mm,,2,,,True,False,2,4,,Cooler Master,"296 mm / 11.654"" With Drive Cages, 412 mm / 16.22"" Without Drive Cages",MasterCase MC600P,"ATX, Micro ATX, Mini ITX",MCM-M600P-KG5N-S00,ATX Mid Tower
78,Black,,,,,,True,False,,7,,Thermaltake,"310 mm / 12.205"" With Drive Cages, 410 mm / 16.142"" Without Drive Cages",View 71 TG,"ATX, EATX, Micro ATX, Mini ITX",CA-1I7-00F1WN-00,ATX Full Tower
79,Black / Blue,,1,1,,,True,False,1,2,,Apevia,"320 mm / 12.598""",,"Micro ATX, Mini ITX",X-QPACK3-BL,MicroATX Mini Tower
80,Black,,,,1,,True,False,3,6,,Lian-Li,"290 mm / 11.417""",,"Micro ATX, Mini ITX",PC-O6SX,HTPC
81,Black,,,,,,True,False,2,2,,Cougar,"330 mm / 12.992""",,"ATX, Micro ATX, Mini ITX",MX340,ATX Mid Tower
82,Black,169 mm x 359 mm x 406 mm,,2,,,True,False,1,4,,Silverstone,"358 mm / 14.094""",,"Micro ATX, Mini ITX",PS09B / SST-PS09B,MicroATX Mid Tower
83,White,,,,1,,True,False,1,1,,Silverstone,"254 mm / 10""",,"Mini DTX, Mini ITX, Thin Mini ITX",SG05W-LITE / SST-SG05W-LITE,Mini ITX Desktop
84,Black,,,,,,True,False,3,2,,Fractal Design,"315 mm / 12.402""",Define C,"ATX, Micro ATX, Mini ITX",FD-CA-DEF-C-BK,ATX Mid Tower
85,Black,,,1,,,True,False,2,6,,Fractal Design,"300 mm / 11.811"" With Drive Cages, 440 mm / 17.323"" Without Drive Cages",Design Define R6 USB-C Blackout,"ATX, EATX, Micro ATX, Mini ITX",FD-CA-DEF-R6C-BKO,ATX Mid Tower
86,Black,214 mm x 488 mm x 499 mm,,4,,,True,False,6,9,,Silverstone,"431 mm / 16.969""",KL04B (Black),"ATX, Micro ATX, Mini ITX, SSI CEB",SST-KL04B / KL04B,ATX Mid Tower
87,Black / Red,,,,,,True,False,2,2,,Phanteks,"280 mm / 11.024"" With Drive Cages, 395 mm / 15.551"" Without Drive Cages",ECLIPSE P400S TEMPERED GLASS,"ATX, EATX, Micro ATX, Mini ITX",PH-EC416PSTG_BR,ATX Mid Tower
88,Black / White,,,1,,,True,False,2,6,,Fractal Design,"300 mm / 11.811"" With Drive Cages, 440 mm / 17.323"" Without Drive Cages",Design Define R6 USB-C - TG,"ATX, EATX, Micro ATX, Mini ITX",FD-CA-DEF-R6C-BK-TGL,ATX Mid Tower
89,Black,,1,1,,,True,False,4,2,,Cooler Master,"355 mm / 13.976""",Silencio 352,"Micro ATX, Mini ITX",SIL-352M-KKN1,MicroATX Mini Tower
90,Black / Red,,,,,,True,False,3,1,,NZXT,"411 mm / 16.181""",H400i,"Micro ATX, Mini ITX",CA-H400W-BR,MicroATX Mini Tower
91,Black,494 mm x 211 mm x 475 mm,,,,,True,False,2,2,,Cooler Master,"400 mm / 15.748""",MasterBox MB500,"ATX, Micro ATX, Mini ITX",MCB-B500D-KGNN-S00,ATX Mid Tower
92,Black,,,,,,True,False,2,2,,DIYPC,"395 mm / 15.551""",,"ATX, Micro ATX, Mini ITX",DIY-Line-RGB,ATX Mid Tower
93,White / Black,,,,,,True,False,2,2,,NZXT,"363 mm / 14.291""",Manta (White/Black),Mini ITX,CA-MANTW-W1,Mini ITX Desktop
94,Black,,1,,,,True,False,,3,,Thermaltake,"280 mm / 11.024"" With Drive Cages, 320 mm / 12.598"" Without Drive Cages",Core P5,"ATX, Micro ATX, Mini ITX",CA-1E7-00M1WN-00,ATX Mid Tower
95,Black,464 mm x 205 mm x 383 mm,,2,,,True,False,1,2,,Fractal Design,"380 mm / 14.961""",Focus G Mini (Black),"Micro ATX, Mini ITX",FD-CA-FOCUS-MINI-BK-W,MicroATX Mini Tower
96,Black / White,550 mm x 235 mm x 535 mm,,3,,,True,False,2,6,,Phanteks,"347 mm / 13.661"" With Drive Cages, 472 mm / 18.583"" Without Drive Cages",Enthoo Pro TG RGB Special Edition,"ATX, EATX, Micro ATX, Mini ITX, SSI EEB",PH-ES614PTG_SWT,ATX Full Tower
97,White / Purple,432 mm x 203 mm x 474 mm,,,,,True,False,2,3,,NZXT,"334 mm / 13.15"" With Drive Cages, 364 mm / 14.331"" Without Drive Cages",S340 (Matte White/Purple),"ATX, Micro ATX, Mini ITX",CA-S340W-W3,ATX Mid Tower
98,White,372 mm x 210 mm x 349 mm,,,,,True,False,3,1,,NZXT,"325 mm / 12.795""",H200 (White),Mini ITX,CA-H200B-W1,Mini ITX Tower
99,White / Black,,,,,,True,False,3,2,,Fractal Design,"315 mm / 12.402""",Meshify C White TG,"ATX, Micro ATX, Mini ITX",FD-CA-MESH-C-WT-TGC,ATX Mid Tower
100,White / Blue,,,,,,True,False,2,6,,NZXT,"305 mm / 12.008"" With Drive Cages, 406 mm / 15.984"" Without Drive Cages",Noctis 450,"ATX, Micro ATX, Mini ITX",CA-N450W-W1,ATX Mid Tower
101,Black,491 mm x 210 mm x 455 mm,,,,,True,False,1,2,,Cooler Master,"400 mm / 15.748""",MasterBox K500,"ATX, Micro ATX, Mini ITX",MCB-K500D-KGNN-S00,ATX Mid Tower
102,White / Black,463 mm x 217 mm x 513 mm,1,1,,,True,False,1,3,,Thermaltake,"250 mm / 9.843"" With Drive Cages, 360 mm / 14.173"" Without Drive Cages",Versa N21 Snow,"ATX, Micro ATX, Mini ITX",CA-1D9-00M6WN-00,ATX Mid Tower
103,Black,,,2,,,True,False,,2,,Fractal Design,"170 mm / 6.693"" With Drive Cages, 350 mm / 13.78"" Without Drive Cages",Core 1100,"Micro ATX, Mini ITX",FD-CA-CORE-1100-BL,MicroATX Mini Tower
104,Black,427 mm x 195 mm x 473 mm,,1,,,True,False,2,2,,Cougar,"350 mm / 13.78""",,"ATX, Micro ATX, Mini ITX",MX330 / 385NC10.0002,ATX Mid Tower
105,Black,471 mm x 208 mm x 476 mm,,,,,True,False,2,2,,Thermaltake,"410 mm / 16.142""",Core G21 Tempered Glass Edition,"ATX, Micro ATX, Mini ITX",CA-1I4-00M1WN-00,ATX Mid Tower
106,Black,389 mm x 344 mm x 307 mm,,,,1,True,False,2,10,,Fractal Design,"290 mm / 11.417"" With Drive Cages, 320 mm / 12.598"" Without Drive Cages",Node 804,"Micro ATX, Mini ITX",FD-CA-NODE-804-BL-W / FD-CA-NODE-804-BL,MicroATX Mid Tower
107,Black,,,,,,True,False,2,1,,Metallic Gear,"345 mm / 13.583""",NEO G MINI,Mini ITX,MG-NE210G_BK01,Mini ITX Tower
108,White / Black,561 mm x 243 mm x 594 mm,,3,,,True,False,,8,,Inwin,"342 mm / 13.465"" With Drive Cages, 365 mm / 14.37"" Without Drive Cages",GRone White (White),"ATX, EATX, Micro ATX",GRone White / BX141WHI,ATX Full Tower
109,Black,,,,,,True,False,4,2,,DIYPC,"395 mm / 15.551""",,"ATX, Micro ATX, Mini ITX",DIY-SD1-RGB,ATX Mid Tower
110,Black,,,3,,,True,False,3,4,,Thermaltake,"330 mm / 12.992"" With Drive Cages, 480 mm / 18.898"" Without Drive Cages",Core X2,"Micro ATX, Mini ITX",CA-1D7-00C1WN-00,MicroATX Mini Tower
111,White / Black,,,2,,,True,False,4,2,,Corsair,"320 mm / 12.598""",Air 540,"ATX, EATX, Micro ATX, Mini ITX",CC-9011048-WW,ATX Mid Tower
112,Black,,,,,,True,False,2,2,,VIVO,"330 mm / 12.992""",,"Micro ATX, Mini ITX",CASE-V06,MicroATX Mid Tower
113,White,534 mm x 234 mm x 549 mm,,3,,,True,False,1,6,,Phanteks,"347 mm / 13.661"" With Drive Cages, 472 mm / 18.583"" Without Drive Cages",Enthoo Pro,"ATX, EATX, Micro ATX, Mini ITX, SSI EEB",PH-ES614P_WT,ATX Full Tower
114,Black,525 mm x 225 mm x 538 mm,,,,,True,False,2,4,,Azza,"420 mm / 16.535""",Storm 6000B RGB (Black),"ATX, Micro ATX, Mini ITX",CSAZ-6000RGB/B,ATX Full Tower
115,Black,,,,1,,True,False,1,1,,Silverstone,"254 mm / 10""",,Mini ITX,SG06BB-LITE / SST-SG06BB-LITE,Mini ITX Desktop
116,Black,467 mm x 198 mm x 414 mm,,2,,,True,False,,4,,Corsair,"414 mm / 16.299""",SPEC-01 RED,"ATX, Micro ATX, Mini ITX",SPEC-01 RED LED / CC-9011050-WW,ATX Mid Tower
117,Black,,,,,,True,False,2,2,,Thermaltake,"255 mm / 10.039"" With Drive Cages, 285 mm / 11.22"" Without Drive Cages",Suppressor F1,Mini ITX,CA-1E6-00S1WN-00,Mini ITX Desktop
118,Gray,,,,,,True,False,2,2,,Phanteks,"529 mm / 20.827""",ENTHOO EVOLV SHIFT X,Mini ITX,PH-ES217XE_AG,Mini ITX Tower
119,Black,,,2,,,True,False,1,6,,Rosewill,"390 mm / 15.354""",,"ATX, Micro ATX, Mini ITX",Stryker M,ATX Mid Tower
120,Black / Red,428 mm x 210 mm x 460 mm,,,,,True,False,3,3,,NZXT,"381 mm / 15""",H500 (Black/Red),"ATX, Micro ATX, Mini ITX",CA-H500B-BR,ATX Mid Tower
121,Black / White,,,,,,True,False,2,3,,Fractal Design,"440 mm / 17.323""",Define S2 Black – TG,"ATX, Micro ATX, Mini ITX",FD-CA-DEF-S2-BK-TGL,ATX Mid Tower
122,Black,470 mm x 200 mm x 405 mm,,,,,True,False,4,2,,Antec,"390 mm / 15.354""",,"Micro ATX, Mini ITX",P6,ATX Mini Tower
123,Black,,,,,,True,False,4,2,,Antec,"400 mm / 15.748""",,"ATX, Micro ATX, Mini ITX",DA601,ATX Mid Tower
124,Black,494 mm x 210 mm x 497 mm,,2,,,True,False,2,3,,Corsair,"430 mm / 16.929""",450D,"ATX, EATX, Micro ATX, Mini ITX",CC-9011049-WW,ATX Mid Tower
125,White,,,5,,,True,False,12,6,,Phanteks,"257 mm / 10.118"" With Drive Cages, 515 mm / 20.276"" Without Drive Cages",Enthoo Primo White,"ATX, EATX, Micro ATX, Mini ITX, SSI EEB",PH-ES813P_WT,ATX Full Tower
126,Black,,,,,,True,False,2,2,,Cooler Master,"412 mm / 16.22""",MasterCase H500P Mesh,"ATX, Micro ATX, Mini ITX",MCM-H500P-MGNN-S10,ATX Mid Tower
127,Black,299 mm x 220 mm x 129 mm,1,1,,,False,250 W,,1,,Apex,,,"Mini ITX, Thin Mini ITX",MI-008,Mini ITX Tower
128,White,,,2,,,True,False,3,2,,DIYPC,"415 mm / 16.339""",,"ATX, Micro ATX",D480-W-RGB,ATX Mid Tower
129,Black,413 mm x 217 mm x 453 mm,,,,,True,False,3,2,,Fractal Design,"315 mm / 12.402""",Meshify C Dark TG,"ATX, Micro ATX, Mini ITX",FD-CA-MESH-C-BKO-TG,ATX Mid Tower
130,White,,,3,,,True,False,,8,,Azza,"400 mm / 15.748""",,"ATX, Micro ATX, Mini ITX",CSAZ-5000W,ATX Full Tower
131,Black / Silver,580 mm x 294 mm x 592 mm,,,,,True,False,1,7,,Thermaltake,"310 mm / 12.205"" With Drive Cages, 410 mm / 16.142"" Without Drive Cages",Level 20 GT RGB Plus,"ATX, EATX, Micro ATX, Mini ITX",CA-1K9-00F1WN-01,ATX Full Tower
132,Black,332 mm x 96 mm x 370 mm,1,1,,,True,300 W,1,1,,Inwin,,,"Micro ATX, Mini ITX",CE685.FH300TB3,MicroATX Slim
