,Bearing Type,Color,Fan RPM,Height,Liquid Cooled,Manufacturer,Model,Noise Level,Part Number,Radiator Size,Supported Sockets
0,,,900 - 1700 RPM,"152 mm / 5.984""",False,Zalman,,18 dB - 30 dB,CNPS9900MAX-R,,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA2066"
1,,,1000 - 1700 RPM,"152 mm / 5.984""",False,Zalman,,17 dB - 28 dB,CNPS10X OPTIMA,,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366"
2,,Black,600 - 1800 RPM,,True,Aerocool,,10.5 dB - 31.8 dB,P7-L240,240mm,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA2066"
3,,,1300 RPM,"159 mm / 6.26""",False,Deepcool,,26.6 dB,NEPTWIN V2.0 / NEPTWIN V2,,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA2066"
4,,,,,True,RIOTORO,BIFROST 120TI,,TR-120ti,120mm,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA2066"
5,,,500 - 1300 RPM,"161 mm / 6.339""",False,Scythe,Mugen MAX,13 dB - 30.7 dB,SCMGD-1000,,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA2066"
6,Sleeve,,2800 RPM,"140 mm / 5.512""",False,Cooler Master,Hyper T2,17 dB - 35 dB,RR-HT2-28PK-R1,,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156"
7,,Black / White,100 - 2000 RPM,"53.5 mm / 2.106""",False,ARCTIC,Alpine 12 LP,,ACALP00029A / ACFAN00029A,,"LGA1150, LGA1151, LGA1155, LGA1156"
8,,,600 - 2800 RPM,"138 mm / 5.433""",False,Enermax,,12 dB - 28 dB,ETS-N30R-HE,,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA2066"
9,,,500 - 1800 RPM,"155 mm / 6.102""",False,MSI,,17.2 dB - 33.6 dB,CORE FROZR L,,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA2066"
10,Rifle,,2900 RPM,"63 mm / 2.48""",False,Thermaltake,,29.58 dB,CL-P0503,,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+"
11,Sleeve,,800 - 2800 RPM,"139 mm / 5.472""",False,Cooler Master,Hyper TX3,17 dB - 35 dB,RR-910-HTX3-G1,,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156"
12,,,2435 RPM,,True,Corsair,H80i v2,37.7 dB,CW-9060024-WW / H80i V2,120mm,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA2066, TR4"
13,,Black / Red,500 - 1800 RPM,"170 mm / 6.693""",False,MSI,,17.2 dB - 33.6 dB,Core Frozr XL,,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA2066"
14,,,400 - 2000 RPM,"110 mm / 4.331""",False,Noctua,,16.3 dB - 22.8 dB,NH-D9L,,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA2011, LGA2011-3, LGA2066"
15,Sleeve,,1000 - 1500 RPM,"165 mm / 6.496""",False,RAIJINTEK,THEMIS Evo,24.53 dB,0P105245,,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA2066"
16,,,800 - 2800 RPM,"138 mm / 5.433""",False,Enermax,,16 dB - 27 dB,ETS-N30R-TAA,,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA2066"
17,,,2750 RPM,"56 mm / 2.205""",False,Evercool,,28.2 dB,EC-NK804A-925EP,,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+"
18,,Brown,600 - 2500 RPM,"37 mm / 1.457""",False,Noctua,,14.8 dB - 23.6 dB,NH-L9a-AM4,,AM4
19,,,400 - 2000 RPM,"110 mm / 4.331""",False,Noctua,,16.3 dB - 22.8 dB,NH-D9DX i4 3U,,"LGA1366, LGA2011, LGA2011-3, LGA2011-3 Narrow, LGA2066"
20,Sleeve,,300 - 1500 RPM,"155 mm / 6.102""",False,Reeven,Hans,4 dB - 29.8 dB,RC-1205,,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA2066"
21,,,3200 RPM,"41 mm / 1.614""",False,Cooler Master,,25.17 dB,DK9-7E52A-0L-GP,,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+"
22,Fluid Dynamic,,2400 RPM,"56 mm / 2.205""",False,SilenX,,8 dB - 24 dB,EFZ-100HA2,,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156"
23,,,1000 - 2200 RPM,,True,Zalman,,18.89 dB - 36.7 dB,Reserator 3 MAX,120mm,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA2066"
24,,,400 - 2000 RPM,"125 mm / 4.921""",False,Noctua,,16.3 dB - 22.8 dB,NH-U9 TR4-SP3,,TR4
25,,Black / Silver,800 - 2000 RPM,"125 mm / 4.921""",False,Enermax,,24.5 dB,ETS-N31-02,,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366"
26,,Black,1500 RPM,"162.8 mm / 6.409""",False,be quiet!,Dark Rock Pro 4,12.8 dB - 24.3 dB,BK022,,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA2066"
27,,,700 - 1300 RPM,"160 mm / 6.299""",False,CRYORIG,,20 dB - 24 dB,H5 Universal / CR-H5A,,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA2066"
28,,,500 - 1800 RPM,,True,NZXT,Kraken X62 Rev 2,21 dB - 38 dB,RL-KRX62-02,280mm,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA2066, TR4"
29,Ball,,600 - 2000 RPM,"130 mm / 5.118""",False,ARCTIC,Freezer 13 CO,24.4 dB,UCACO-FZ13100-BL / UCACO-FZ130-BL,,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366"
30,,,300 - 1300 RPM,"162 mm / 6.378""",False,Thermalright,,15 dB - 21 dB,Macho Rev.B / 814256001052,,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA2066"
31,,,2200 RPM,"135 mm / 5.315""",False,Deepcool,,17.8 dB - 30.1 dB,ICE BLADE 200M,,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA2066"
32,,,400 - 1400 RPM,"160 mm / 6.299""",False,Scythe,Kotetsu,5.3 dB - 28 dB,SCKTT-1000,,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA2066"
33,,,300 - 1500 RPM,"160 mm / 6.299""",False,Noctua,,19.2 dB - 24.6 dB,NH-D15S,,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA2011, LGA2011-3, LGA2066"
34,,Black / Yellow,600 - 1800 RPM,"166 mm / 6.535""",False,Cooler Master,MasterAir MA620P TUF Gaming Edition,6 dB - 31 dB,MAP-D6PN-AFNPC-R1,,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA2066"
35,,Yellow / Black,200 - 2100 RPM,"157 mm / 6.181""",False,ARCTIC,Freezer 34 eSports DUO,,ACFRE00062A,,"AM4, LGA1150, LGA1151, LGA1155, LGA1156, LGA2011, LGA2011-3, LGA2066"
36,Sleeve,,2200 RPM,"57 mm / 2.244""",False,Cooler Master,,17 dB,RR-LEE-L911-GP,,LGA775
37,Sleeve,,1000 - 1500 RPM,"158 mm / 6.22""",False,RAIJINTEK,THEMIS,24.53 dB,0P105255,,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA2066"
38,,,,"69 mm / 2.717""",False,ARCTIC,Alpine 11 - Passive,0 dB,ACALP00011A,,"LGA1150, LGA1151, LGA1155, LGA1156"
39,,Black / Silver,600 - 1800 RPM,"165 mm / 6.496""",False,Cooler Master,MA621P TR4,31 dB,MAP-D6PN-218PC-R2,,TR4
40,Sleeve,,800 - 2800 RPM,"140 mm / 5.512""",False,EVGA,ACX mITX,33.4 dB,100-FS-C901-KR,,"LGA1150, LGA1151, LGA1155, LGA1156"
41,,,,,True,Corsair,H60,30.2 dB,CWCH60,120mm,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA2066"
42,,,500 - 2000 RPM,,True,Enermax,Liqmax II 240,16 dB - 35 dB,ELC-LMR240-BS,240mm,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA2066"
43,,,600 - 2200 RPM,,True,CRYORIG,,13 dB - 37 dB,A40 / CR-A4A,240mm,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA2066, TR4"
44,,,300 - 2500 RPM,"94 mm / 3.701""",False,Scythe,,7.2 dB - 31.07 dB,SCSMZ-2100,,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA2066"
45,,Red / Black,200 - 2100 RPM,"157 mm / 6.181""",False,ARCTIC,Freezer 34 eSports DUO,,ACFRE00060A,,"AM4, LGA1150, LGA1151, LGA1155, LGA1156, LGA2011, LGA2011-3, LGA2066"
46,,,900 - 1600 RPM,"131 mm / 5.157""",False,Deepcool,,17.8 dB - 26.1 dB,GAMMAXX 200T,,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156"
47,,,600 - 2000 RPM,"158 mm / 6.22""",False,Cooler Master,Hyper 212X,9 dB - 36 dB,RR-212X-20PM-R1,,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA2066"
48,,,1000 - 2000 RPM,,True,Thermaltake,Water 3.0 Ultimate,20 dB,CL-W007-PL12BL-A,360mm,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA2066, TR4"
49,,Black / Silver,600 - 1800 RPM,"165 mm / 6.496""",False,Cooler Master,MasterAir MA620P,31 dB,MAP-D6PN-218PC-R1,,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA2011, LGA2011-3, LGA2066"
50,,Black,1700 RPM,,True,Corsair,H60 (2018),28.3 dB,CW-9060036-WW,120mm,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA2066"
51,Fluid Dynamic,,750 - 1600 RPM,"160 mm / 6.299""",False,Gelid Solutions,Black Edition,25.4 dB - 25.5 dB,CC-BEdition-01-A,,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA2066"
52,Sleeve,,1900 - 2300 RPM,"95 mm / 3.74""",False,Thermaltake,,22 dB,CLP0556-B,,"LGA1150, LGA1151, LGA1155, LGA1156"
53,,,400 - 1500 RPM,"153 mm / 6.024""",False,Thermaltake,Contac Silent 12,22.1 dB - 28.8 dB,CL-P039-AL12BL-A,,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366"
54,,,,,True,RIOTORO,,,BIFROST 240,240mm,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA2066"
55,,,200 - 1800 RPM,"150 mm / 5.906""",False,ARCTIC,Freezer 33 eSports ONE (Black/Green),24.4 dB,ACFRE00045A,,"AM4, LGA1150, LGA1151, LGA1155, LGA1156, LGA2011, LGA2011-3, LGA2066"
56,Sleeve,,1900 - 2300 RPM,"61 mm / 2.402""",False,Thermaltake,,22 dB,CLP0556,,"LGA1150, LGA1151, LGA1155, LGA1156"
57,,Black,500 - 2000 RPM,,True,Enermax,Liqfusion,14 dB - 28 dB,ELC-LF240-RGB,240mm,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA2066"
58,Sleeve,,1000 - 2200 RPM,"159 mm / 6.26""",False,Silverstone,,16.39 dB - 33.5 dB,AR03,,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA2066"
59,,Black / Silver,300 - 1800 RPM,"69 mm / 2.717""",False,Scythe,Big Shuriken 3,2.7 dB - 30.4 dB,SCBSK-3000,,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA2066"
60,,Black,500 - 2000 RPM,,True,NZXT,Kraken X72,21 dB - 36 dB,RL-KRX72-01,360mm,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA2066, TR4"
61,,,2600 RPM,"40 mm / 1.575""",False,Evercool,,33 dB,NI01-9525EP,,"LGA1150, LGA1151, LGA1155, LGA1156"
62,,,1800 RPM,,False,Evercool,,20 dB,HPH-9525CU,,LGA775
63,,,1200 - 3500 RPM,"48 mm / 1.89""",False,Silverstone,,21.56 dB - 62.88 dB,NT08-115X / SST-NT08-115X,,"LGA1150, LGA1151, LGA1155, LGA1156"
64,,,300 - 2500 RPM,"143 mm / 5.63""",False,Scythe,,7.2 dB - 31.07 dB,SCKTN-4000,,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA2066"
65,,,1000 - 5000 RPM,,False,Dynatron,,20.71 dB - 51.7 dB,K199,,"LGA1150, LGA1151, LGA1155, LGA1156"
66,,Black,600 - 1800 RPM,,True,Cougar,Helor 360,37.1 dB,RL-HLR360-V1,360mm,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA2011, LGA2011-3, LGA2066"
67,,Silver / Black,1400 RPM,"112 mm / 4.409""",False,be quiet!,Shadow Rock TF 2,11.9 dB - 24.4 dB,BK003,,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA2066"
68,,,300 - 1600 RPM,"163 mm / 6.417""",False,Cooler Master,Hyper 212 LED Turbo (Red),9 dB - 31 dB,RR-212TR-16PR-R1,,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA2011, LGA2011-3, LGA2066"
69,,,550 - 2500 RPM,"45 mm / 1.772""",False,Silverstone,,18.5 dB - 32 dB,NT09-115X / RL-NT09-115X / SST-NT09-115X,,"LGA1150, LGA1151, LGA1155, LGA1156"
70,,,500 - 1800 RPM,,True,NZXT,Kraken X62,21 dB - 38 dB,RL-KRX62-01,280mm,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA2066, TR4"
71,,,2500 RPM,"58 mm / 2.283""",False,Silverstone,,20 dB - 28.3 dB,AR06 / SST-AR06 / 90115,,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156"
72,,,300 - 1500 RPM,"155 mm / 6.102""",False,Scythe,,4 dB - 29.5 dB,SCNJ-4000,,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA2066"
73,Sleeve,,4200 RPM,"40 mm / 1.575""",False,Masscool,,31.8 dB,5T568S1H3,,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+"
74,,,900 - 2200 RPM,"66 mm / 2.598""",False,Gelid Solutions,,10 dB - 22.5 dB,CC-Siberian-01,,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156"
75,,,,"28 mm / 1.102""",False,Dynatron,,,T459,,"LGA1150, LGA1151, LGA1155, LGA1156"
76,,,500 - 2000 RPM,,True,NZXT,Kraken X52 Rev 2,21 dB - 36 dB,RL-KRX52-02,240mm,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA2066, TR4"
77,,Black,500 - 1500 RPM,,True,Enermax,Liqtech TR4 II 280,14 dB - 25 dB,ELC-LTTRTO280-TBP,280mm,TR4
78,,,600 - 1800 RPM,"157 mm / 6.181""",False,Phanteks,,21.9 dB - 27.6 dB,PH-TC12DX,,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA2066"
79,,,650 - 2000 RPM,,True,Cooler Master,MasterLiquid Lite 120,6 dB - 30 dB,MLW-D12M-A20PW-R1,120mm,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA2066"
80,,,500 - 1800 RPM,,True,Deepcool,,17.6 dB - 31.3 dB,CAPTAIN 240 EX,240mm,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA2066"
81,,,500 - 1800 RPM,,True,Deepcool,,17.6 dB - 31.3 dB,CAPTAIN 240EX WHITE / CAPTAIN 240 EX WHITE,240mm,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA2066"
82,,,600 - 2500 RPM,"65 mm / 2.559""",False,Noctua,,14.8 dB - 23.6 dB,NH-L9x65 SE-AM4,,AM4
83,,,1500 - 2500 RPM,"37 mm / 1.457""",False,Silverstone,,15 dB - 25 dB,NT07-AM2,,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+"
84,,,1200 - 1800 RPM,"160 mm / 6.299""",False,Thermaltake,,39 dB,CLP0587,,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA2066"
85,,,300 - 1600 RPM,"125 mm / 4.921""",False,Noctua,,13.1 dB - 17.6 dB,NH-U9DXi4,,"AM4, LGA1366, LGA2011, LGA2011-3, LGA2011-3 Narrow, LGA2066"
86,,,600 - 2200 RPM,"125 mm / 4.921""",False,CRYORIG,,26.4 dB,M9a / CR-M9A,,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+"
87,,Black,450 - 2000 RPM,,True,Asus,,29.7 dB,ROG RYUJIN 360 / 90RC0020-M0UAY0,360mm,"AM4, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA2066, TR4"
88,,Black,500 - 1800 RPM,,True,Deepcool,Gamerstorm Captain 240 PRO,30 dB,Captain 240 PRO,240mm,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA2066, TR4"
89,,,500 - 1800 RPM,,True,LEPA,EXllusion 240,14 dB - 30 dB,LPWEL240-HF,240mm,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA2066"
90,,,300 - 1400 RPM,"159 mm / 6.26""",False,Thermaltake,Riing Silent 12 Blue,13 dB - 18 dB,CL-P022-AL12BU-A,,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA2066"
91,Ball,,1000 - 7000 RPM,"28 mm / 1.102""",False,Dynatron,,21.5 dB - 59.14 dB,R25,,LGA2011-3 Narrow
92,,Green / Black,200 - 2100 RPM,"157 mm / 6.181""",False,ARCTIC,Freezer 34 eSports,,ACFRE00059A,,"AM4, LGA1150, LGA1151, LGA1155, LGA1156, LGA2011, LGA2011-3, LGA2066"
93,,White / Black,200 - 2100 RPM,"157 mm / 6.181""",False,ARCTIC,Freezer 34 eSports DUO,,ACFRE00061A,,"AM4, LGA1150, LGA1151, LGA1155, LGA1156, LGA2011, LGA2011-3, LGA2066"
94,,,330 - 1600 RPM,"145 mm / 5.709""",False,CRYORIG,,1 dB - 25 dB,H7 / CR-H7A,,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156"
95,,,900 - 1600 RPM,"144 mm / 5.669""",False,Deepcool,,17.8 dB - 21 dB,GAMMAXX 300,,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366"
96,Sleeve,,500 - 1600 RPM,"59 mm / 2.323""",False,Cooler Master,GeminII M4,8 dB - 30 dB,RR-GMM4-16PK-R2,,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA2066"
97,,Black,2400 RPM,,True,Corsair,H100i PRO,37 dB,CW-9060033-WW,240mm,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA2011, LGA2011-3, LGA2066, TR4"
98,,Black,1800 RPM,"166 mm / 6.535""",False,Cooler Master,MasterAir MA610P,35 dB,MAP-T6PN-218PC-R1,,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA2066"
99,,Red / Black,200 - 2100 RPM,"157 mm / 6.181""",False,ARCTIC,Freezer 34 eSports,28 dB,ACFRE00056A,,"AM4, LGA1150, LGA1151, LGA1155, LGA1156, LGA2011, LGA2011-3, LGA2066"
100,,,800 - 1800 RPM,"162 mm / 6.378""",False,Enermax,,16 dB - 26 dB,ETS-T40F-BK,,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA2066"
101,,Black,600 - 1800 RPM,,True,Cougar,Helor 240,37.1 dB,RL-HLR240-V1,240mm,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA2066"
102,Fluid Dynamic,,1400 RPM,"130.8 mm / 5.15""",False,be quiet!,Dark Rock TF,11.9 dB - 26.7 dB,BK020,,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA2066"
103,,Black / White,100 - 2000 RPM,"77 mm / 3.031""",False,ARCTIC,Alpine 12,,ACALP00027A,,"LGA1150, LGA1151, LGA1155, LGA1156"
104,Fluid Dynamic,,2000 RPM,"123 mm / 4.843""",False,SilenX,,8 dB - 24 dB,EFZ-92HA3,,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366"
105,,,800 - 2200 RPM,"160 mm / 6.299""",False,Titan,,15 dB - 35 dB,TTC-NK85TZ/CS2,,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA2066"
106,,,700 - 1300 RPM,"160 mm / 6.299""",False,CRYORIG,,19 dB - 23 dB,H5 Ultimate / CR-H5B,,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA2066"
107,,Black / Red,200 - 1800 RPM,"150 mm / 5.906""",False,ARCTIC,Freezer 33 eSports ONE (Black/Red),24.4 dB,ACFRE00042A,,"AM4, LGA1150, LGA1151, LGA1155, LGA1156, LGA2011, LGA2011-3, LGA2066"
